XP_055124995.1	XP_054963041.1_gene:LOC129395590_species:PanPan	55.556	35	1	1	52	5.64e-27
XP_055124995.1	XP_054401485.1_gene:LOC129053464_species:PonAbe	55.556	35	1	1	52	1.50e-26
XP_055124995.1	XP_054329376.1_gene:LOC129025833_species:PonPyg	55.556	35	1	1	52	1.50e-26
XP_055124995.1	XP_054401496.1_gene:LOC129053479_species:PonAbe	55.556	35	1	1	52	1.50e-26
XP_055124995.1	XP_054329361.1_gene:LOC129025821_species:PonPyg	55.556	35	1	1	52	1.50e-26
XP_055124995.1	XP_016800168.1_gene:LOC740336_species:PanTro	55.556	35	1	1	52	1.56e-26
XP_055124995.1	XP_054963115.1_gene:LOC129395724_species:PanPan	55.556	35	1	1	52	1.75e-26
XP_055124995.1	XP_054963131.1_gene:LOC129395734_species:PanPan	55.556	35	1	1	52	1.75e-26
XP_055124995.1	XP_054963097.1_gene:LOC129395722_species:PanPan	55.556	35	1	1	52	1.81e-26
XP_055124995.1	XP_054962981.1_gene:LOC129395540_species:PanPan	55.556	35	1	1	52	1.90e-26
XP_055124995.1	XP_054963095.1_gene:LOC129395720_species:PanPan	55.556	35	1	1	52	1.94e-26
XP_055124995.1	XP_054533199.1_gene:LOC745213_species:PanTro	55.556	35	1	1	52	1.97e-26
XP_055124995.1	XP_054963199.1_gene:LOC129395776_species:PanPan	55.556	35	1	1	52	1.98e-26
XP_055124995.1	XP_054963126.1_gene:LOC129395732_species:PanPan	55.556	35	1	1	52	2.00e-26
XP_055124995.1	XP_054962937.1_gene:LOC129395525_species:PanPan	55.556	35	1	1	52	2.04e-26
XP_055124995.1	XP_054963104.1_gene:LOC129395723_species:PanPan	55.556	35	1	1	52	2.06e-26
XP_055124995.1	XP_054962991.1_gene:LOC129395558_species:PanPan	55.556	35	1	1	52	2.06e-26
XP_055124995.1	XP_054963138.1_gene:LOC129395739_species:PanPan	55.556	35	1	1	52	2.06e-26
XP_055124995.1	XP_054963122.1_gene:LOC129395729_species:PanPan	55.556	35	1	1	52	2.08e-26
XP_055124995.1	XP_054963120.1_gene:LOC129395726_species:PanPan	55.556	35	1	1	52	2.08e-26
XP_055124995.1	XP_054963118.1_gene:LOC129395725_species:PanPan	55.556	35	1	1	52	2.12e-26
XP_055124995.1	XP_016800209.1_gene:LOC100609298_species:PanTro	54.878	36	1	1	52	2.12e-26
XP_055124995.1	XP_055125575.1_gene:LOC129476739_species:SymSyn	46.429	52	2	8	71	2.14e-26
XP_055124995.1	XP_055125576.1_gene:LOC129476740_species:SymSyn	46.429	52	2	8	71	2.14e-26
XP_055124995.1	XP_055125560.1_gene:LOC129476701_species:SymSyn	46.429	52	2	8	71	2.14e-26
XP_055124995.1	XP_055125543.1_gene:LOC129476690_species:SymSyn	46.429	52	2	8	71	2.14e-26
XP_055124995.1	XP_054963045.1_gene:LOC129395611_species:PanPan	55.556	35	1	1	52	2.16e-26
XP_055124995.1	XP_054533219.1_gene:LOC112208098_species:PanTro	55.556	35	1	1	52	2.19e-26
XP_055124995.1	XP_003319031.1_gene:LOC736268_species:PanTro	54.878	36	1	1	52	2.21e-26
XP_055124995.1	XP_054963206.1_gene:LOC129395777_species:PanPan	55.556	35	1	1	52	2.23e-26
XP_055124995.1	XP_054963159.1_gene:LOC129395756_species:PanPan	55.556	35	1	1	52	2.25e-26
XP_055124995.1	XP_054963183.1_gene:LOC129395770_species:PanPan	55.556	35	1	1	52	2.25e-26
XP_055124995.1	XP_054963169.1_gene:LOC129395757_species:PanPan	55.556	35	1	1	52	2.27e-26
XP_055124995.1	XP_054963190.1_gene:LOC129395771_species:PanPan	55.556	35	1	1	52	2.27e-26
XP_055124995.1	XP_054963005.1_gene:LOC129395562_species:PanPan	55.556	35	1	1	52	2.27e-26
XP_055124995.1	XP_054963050.1_gene:LOC129395613_species:PanPan	55.556	35	1	1	52	2.30e-26
XP_055124995.1	XP_054963056.1_gene:LOC129395618_species:PanPan	55.556	35	1	1	52	2.30e-26
XP_055124995.1	XP_054963210.1_gene:LOC129395778_species:PanPan	55.556	35	1	1	52	2.41e-26
